Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Bike Cadence,Max Bike Cadence,Training Stress Score®,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Hiking,2018-07-07 13:29:30,false,"Morschach Hiking","4.66","671","02:10:34","104","150","1.8","50","240","28:04","7:27","333","350","0.71","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","20.0","0:00","No","00:00.00","1","0.0","--","--","--","01:12:06","02:10:34","1,681","1,861"
Pool Swimming,2018-07-03 10:32:00,false,"Lap Swimming","2,550","572","00:59:13","--","--","--","--","--","2:19","0:25","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","1413","97","24","0:00","26.0","0:00","No","00:00.00","1","0.0","--","--","--","00:59:13","01:00:28","--","--"
Pool Swimming,2018-07-01 10:32:51,false,"Lap Swimming","2,500","557","01:01:07","--","--","--","--","--","2:27","1:55","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","1426","102","23","0:00","26.0","0:00","No","00:00.00","1","0.0","--","--","--","01:01:07","01:01:18","--","--"
Pool Swimming,2018-06-30 11:38:23,false,"Lap Swimming","2,500","570","01:02:22","--","--","--","--","--","2:29","1:25","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","1435","103","23","0:00","26.0","0:00","No","00:00.00","1","0.0","--","--","--","01:02:08","01:03:01","--","--"
Open Water Swimming,2018-06-29 17:11:09,false,"Cavallino-Treporti Open Water Swimming","3,067","674","00:54:07","--","--","--","--","--","1:46","0:44","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","1326","37","24","0:00","26.0","0:00","No","00:00.00","7","0.0","--","--","--","00:53:30","00:55:58","--","--"
Hiking,2018-06-24 05:29:16,false,"Interlaken Hiking","24.31","3,780","10:36:36","116","173","3.4","66","200","26:10","4:59","2,150","2,123","0.58","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","15.0","0:00","No","00:00.00","1","0.0","--","--","--","07:16:46","10:36:36","585","2,132"
Mountain Biking,2018-06-23 16:33:30,false,"Kriens Mountain Biking and Walking 🔧","36.36","2,202","05:09:02","139","194","3.7","--","--","7.1","61.1","1,283","1,284","0.00","0.0","0.0","46","122","0.0","0.0","0.0","10583","--","--","0:00","16.0","0:00","No","00:00.00","8","0.0","--","--","--","03:15:58","05:09:11","492","1,453"
Cycling,2018-06-21 18:56:02,false,"Buchs Cycling","4.94","137","00:19:15","114","142","0.9","--","--","15.4","27.4","18","4","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","27.0","0:00","No","00:00.00","1","0.0","--","--","--","00:15:26","00:19:15","440","460"
Cycling,2018-06-21 09:19:15,false,"Otelfingen Cycling","4.52","88","00:11:53","114","132","0.7","--","--","22.8","40.3","13","19","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","27.0","0:00","No","00:00.00","1","0.0","--","--","--","00:11:12","00:11:53","442","453"
Cycling,2018-06-20 18:15:42,false,"Buchs Cycling","4.86","140","00:15:30","125","145","1.7","--","--","18.8","27.8","16","6","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","31.0","0:00","No","00:00.00","1","0.0","--","--","--","00:14:31","00:15:30","424","441"
Cycling,2018-06-20 08:44:58,false,"Otelfingen Cycling","4.74","167","00:13:09","119","153","1.7","--","--","21.6","38.0","15","30","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","27.0","0:00","No","00:00.00","1","0.0","--","--","--","00:15:40","00:22:09","419","438"
Road Cycling,2018-06-19 21:17:48,false,"Otelfingen Cycling","24.13","662","01:09:08","143","174","3.0","--","--","20.9","59.9","306","320","0.00","0.0","0.0","66","107","0.0","0.0","0.0","4520","--","--","0:00","22.0","0:00","No","00:00.00","5","0.0","--","--","--","01:07:23","01:09:08","405","621"
Hiking,2018-06-16 15:06:14,false,"Kandersteg Hiking","14.39","1,420","04:18:22","113","175","3.2","59","245","17:56","3:27","634","1,100","0.94","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","17.0","0:00","No","00:00.00","2","0.0","--","--","--","03:09:17","04:18:22","1,157","1,914"
Mountaineering,2018-06-16 09:20:02,false,"Kandersteg Climb","7.23","1,053","03:23:39","110","159","1.9","7","217","2.1","169.2","500","22","5.10","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","23.0","0:00","No","00:00.00","1","0.0","--","--","--","00:44:12","03:38:21","1,160","1,664"
Tennis,2018-06-12 12:00:46,false,"Squash","0.00","7","00:45:00","76","111","0.0","2","101","--","2.7","--","--","0.23","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","27.0","0:00","No","00:00.00","1","0.0","--","--","--","00:00:00","00:02:27.0","383","383"
Mountaineering,2018-06-01 12:56:18,false,"Andermatt Climb","6.65","928","04:00:04","94","157","0.8","24","217","1.7","62.3","518","472","1.15","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","21.0","0:00","No","00:00.00","1","0.0","--","--","--","01:09:52","04:02:15","1,347","1,859"
Cycling,2018-05-27 14:42:30,false,"Risch Cycling","64.95","1,504","02:44:04","143","177","3.3","--","--","23.8","51.2","478","447","0.00","0.0","0.0","72","113","0.0","0.0","0.0","10669","--","--","0:00","28.0","0:00","No","00:00.00","13","0.0","--","--","--","02:42:18","02:54:29","410","553"
Hiking,2018-05-26 12:08:25,false,"Beckenried Hiking","20.96","2,707","07:54:34","112","179","3.6","57","231","22:39","4:26","815","1,910","0.78","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","18.0","0:00","No","00:00.00","1","0.0","--","--","--","04:58:57","07:54:34","561","2,313"
Mountaineering,2018-05-12 11:27:07,false,"Nassereith Climb","1.76","890","02:29:35","114","158","1.5","6","203","0.7","5.4","206","207","2.07","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","27.0","0:00","No","00:00.00","1","0.0","--","--","--","00:16:16","02:29:35","878","1,087"
Cycling,2018-05-11 19:27:37,false,"Otelfingen Cycling","30.17","859","01:21:30","147","178","3.4","--","--","22.2","53.8","431","432","0.00","0.0","0.0","76","126","0.0","0.0","0.0","5113","--","--","0:00","18.0","0:00","No","00:00.00","7","0.0","--","--","--","01:20:56","01:21:30","357","632"
Hiking,2018-05-05 14:36:30,false,"Val-de-Charmey Hiking","10.73","1,048","03:27:08","104","153","2.0","64","160","19:19","2:28","401","404","0.81","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","22.0","0:00","No","00:00.00","1","0.0","--","--","--","02:28:18","03:27:23","488","932"
Mountaineering,2018-04-28 12:56:48,false,"Domleschg Climb","8.16","1,213","03:27:20","112","160","2.1","62","217","2.4","10.4","528","521","0.64","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","22.0","0:00","No","00:00.00","1","0.0","--","--","--","02:27:43","03:27:20","1,473","1,974"
Mountaineering,2018-04-22 10:19:28,false,"Schwyz Climb","12.30","2,253","06:13:46","115","169","2.6","41","200","2.0","6.1","814","795","0.80","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","22.0","0:00","No","00:00.00","1","0.0","--","--","--","03:54:42","06:13:46","1,243","1,799"
Cycling,2018-04-21 12:48:58,false,"Otelfingen Cycling","113.22","2,537","05:20:12","137","172","3.4","--","--","21.2","49.1","504","495","0.00","0.0","0.0","68","114","0.0","0.0","0.0","17231","--","--","0:00","26.0","0:00","No","00:00.00","23","0.0","--","--","--","04:57:07","06:22:35","411","524"
Running,2018-04-19 11:47:44,false,"Buchs Running","6.02","410","00:31:10","154","166","3.5","169","192","5:11","4:35","17","15","1.14","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","25.0","0:00","No","00:00.00","7","0.0","--","--","--","00:31:08","00:31:10","453","462"
Pool Swimming,2018-04-16 20:15:00,false,"Lap Swimming","1,750","554","00:36:41","--","--","0.1","--","--","2:06","1:34","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","677","41","18","0:00","26.0","0:00","No","00:00.00","1","0.0","--","--","--","00:36:41","00:36:59","--","--"
Mountain Biking,2018-04-15 15:36:00,false,"Mountain Biking","15.83","967","02:03:12","131","170","3.5","--","--","7.7","53.5","672","660","0.00","0.0","0.0","72","106","0.0","0.0","0.0","4378","--","--","0:00","17.0","0:00","No","00:00.00","4","0.0","--","--","--","01:35:54","02:03:12","776","1,429"
Running,2018-04-14 18:19:26,false,"Otelfingen Running","6.35","564","00:43:16","157","187","3.6","155","245","6:49","4:45","180","173","0.94","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","22.0","0:00","No","00:00.00","7","0.0","--","--","--","00:43:09","00:43:16","437","569"
Other,2018-04-04 21:04:15,false,"Poznan Badminton","1.22","315","01:01:40","101","137","0.5","12","248","1.2","4.2","2","1","1.68","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","23.0","0:00","No","00:00.00","2","0.0","--","--","--","00:08:51","01:01:40","3","5"
Pool Swimming,2018-03-27 19:58:29,false,"Lap Swimming","2,500","793","00:52:24","--","--","--","--","--","2:06","1:23","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","978","41","19","0:00","26.0","0:00","No","00:00.00","1","0.0","--","--","--","00:52:24","00:52:44","--","--"
Resort Skiing/Snowboarding,2018-03-24 11:38:02,false,"Davos Snowboard","46.72","514","01:44:52","104","140","1.1","--","--","26.7","81.6","--","7,316","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","20.0","0:00","No","00:00.00","11","0.0","--","--","--","03:38:41","05:31:17","819","2,675"
Resort Skiing/Snowboarding,2018-03-18 11:09:36,false,"Sölden Snowboard","16.21","312","00:58:35","105","141","1.0","--","--","16.6","37.2","--","3,923","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","26.0","0:00","No","00:00.00","10","0.0","--","--","--","01:51:39","04:02:30","1,808","2,959"
Resort Skiing/Snowboarding,2018-03-17 10:56:46,false,"Sölden Snowboard","32.59","448","01:42:31","97","150","1.0","--","--","19.1","44.8","--","6,808","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","22.0","0:00","No","00:00.00","11","0.0","--","--","--","02:21:22","05:42:46","1,359","3,260"
Resort Skiing/Snowboarding,2018-03-10 09:30:54,false,"Laax Snowboard","41.77","655","01:53:11","110","158","2.1","--","--","22.1","44.6","--","8,628","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","21.0","0:00","No","00:00.00","12","0.0","--","--","--","03:22:26","06:14:32","959","2,381"
Pool Swimming,2018-03-05 19:29:30,false,"Lap Swimming","2,400","760","00:50:01","--","--","--","--","--","2:04","0:56","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","951","41","19","0:00","26.0","0:00","No","00:00.00","3","0.0","--","--","--","00:49:44","00:51:50","--","--"
Running,2018-03-04 15:18:05,false,"Otelfingen Running","6.38","579","00:42:19","161","186","3.6","163","176","6:38","4:41","132","132","0.93","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","20.0","0:00","No","00:00.00","7","0.0","--","--","--","00:42:08","00:42:19","433","562"
Tennis,2018-02-27 20:33:44,false,"Squash","0.24","91","00:28:12","85","116","0.2","9","234","0.5","23.1","3","3","0.92","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","22.0","0:00","No","00:00.00","3","0.0","--","--","--","00:01:10","00:28:12","353","358"
Tennis,2018-02-27 20:16:25,false,"Squash","0.18","71","00:17:16","93","122","0.3","10","199","0.6","20.9","--","2","0.93","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","21.0","0:00","No","00:00.00","4","0.0","--","--","--","00:01:38","00:17:16","352","355"
Tennis,2018-02-27 20:04:29,false,"Squash","0.06","46","00:11:53","91","115","0.2","6","136","0.3","7.7","--","--","0.90","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","21.0","0:00","No","00:00.00","3","0.0","--","--","--","00:00:13","00:11:53","355","355"
Tennis,2018-02-25 18:49:08,false,"Squash","0.11","51","00:12:24","95","118","0.2","10","217","0.5","16.3","--","--","0.89","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","24.0","0:00","No","00:00.00","4","0.0","--","--","--","00:00:22","00:12:24","-25","-25"
Tennis,2018-02-25 18:38:13,false,"Squash","0.06","47","00:09:45.2","100","128","0.3","6","160","0.4","13.5","--","--","0.99","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","24.0","0:00","No","00:00.00","3","0.0","--","--","--","00:00:03","00:09:45.2","-25","-25"
Tennis,2018-02-25 18:19:54,false,"Squash","0.14","89","00:18:16","102","125","0.4","9","179","0.5","15.8","--","--","0.92","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","22.0","0:00","No","00:00.00","4","0.0","--","--","--","00:01:19","00:18:16","-25","-25"
Tennis,2018-02-25 18:01:32,false,"Squash","0.18","93","00:17:51","105","135","0.6","12","207","0.6","17.9","--","1","0.87","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","22.0","0:00","No","00:00.00","4","0.0","--","--","--","00:02:28","00:17:51","-25","-25"
Tennis,2018-02-13 22:40:45,false,"Squash","0.09","24","00:09:34.3","80","88","0.1","11","234","0.6","16.3","--","1","0.87","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","22.0","0:00","No","00:00.00","3","0.0","--","--","--","00:00:47","00:09:34.3","305","305"
Tennis,2018-02-13 22:30:04,false,"Squash","0.07","26","00:10:33","79","124","0.1","8","182","0.4","13.0","--","--","0.85","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","22.0","0:00","No","00:00.00","3","0.0","--","--","--","00:01:06","00:10:33","305","305"
Tennis,2018-02-13 22:15:17,false,"Squash","0.14","33","00:14:00","77","128","0.1","11","243","0.6","17.9","--","1","0.87","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","22.0","0:00","No","00:00.00","3","0.0","--","--","--","00:01:26","00:14:00","305","305"
Tennis,2018-02-13 21:52:40,false,"Squash","0.19","88","00:21:59","96","132","0.4","10","203","0.5","18.5","--","--","0.88","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","22.0","0:00","No","00:00.00","4","0.0","--","--","--","00:00:59","00:21:59","305","305"
Tennis,2018-02-13 21:35:28,false,"Squash","0.09","57","00:16:13","90","131","0.3","6","184","0.3","16.1","--","--","0.88","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","21.0","0:00","No","00:00.00","3","0.0","--","--","--","00:01:13","00:16:13","305","305"
Other,2018-02-07 20:45:30,false,"squash","0.00","--","01:00:00","--","--","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","00:00:00","00:00:00","--","--"
Resort Skiing/Snowboarding,2018-02-06 15:12:47,false,"Lech Snowboard","5.39","94","00:19:04","114","135","0.8","--","--","17.0","51.1","--","959","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","23.0","0:00","No","00:00.00","2","0.0","--","--","--","00:37:37","01:00:06","1,631","2,347"
Resort Skiing/Snowboarding,2018-02-06 11:38:56,false,"Lech Snowboard","19.45","273","01:00:49","112","164","2.0","--","--","19.2","52.0","--","4,438","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","23.0","0:00","No","00:00.00","13","0.0","--","--","--","01:58:44","02:49:18","1,731","2,475"
Resort Skiing/Snowboarding,2018-02-05 11:03:11,false,"Lech Snowboarding","41.94","--","04:50:58","98","134","--","--","--","8.6","76.0","5,121","5,358","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","20.0","0:00","No","00:00.00","1","0.0","--","--","--","03:27:29","04:50:58","1,432","2,292"
Resort Skiing/Snowboarding,2018-02-04 11:33:31,false,"St. Anton am Arlberg Snowboard","15.40","303","01:05:31","112","146","1.7","--","--","14.1","56.4","--","3,607","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","22.0","0:00","No","00:00.00","7","0.0","--","--","--","02:18:40","04:21:14","1,276","2,713"
Resort Skiing/Snowboarding,2018-02-03 12:43:22,false,"St. Anton am Arlberg Snowboard","19.87","212","00:54:59","105","133","0.6","--","--","21.7","58.8","--","4,970","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","19.0","0:00","No","00:00.00","9","0.0","--","--","--","02:00:04","03:37:18","1,333","2,725"
Pool Swimming,2018-01-31 20:07:50,false,"Lap Swimming","2,025","483","00:41:51","--","--","--","--","--","2:03","1:22","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","801","41","19","0:00","26.0","0:00","No","00:00.00","1","0.0","--","--","--","00:41:30","00:41:59","--","--"
Resort Skiing/Snowboarding,2018-01-28 10:07:52,false,"Göschenen Snowboard","28.62","331","01:14:59","102","166","2.2","--","--","22.9","56.8","--","4,821","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","19.0","0:00","No","00:00.00","15","0.0","--","--","--","03:32:34","06:23:41","1,554","2,510"
Other,2018-01-23 21:30:41,false,"squash","0.00","--","01:05:00","--","--","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","00:00:00","00:00:00","--","--"
Pool Swimming,2018-01-21 15:58:16,false,"Lap Swimming","2,750","872","00:57:42","--","--","--","--","--","2:06","1:38","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","1121","42","19","0:00","26.0","0:00","No","00:00.00","1","0.0","--","--","--","00:57:42","00:57:53","--","--"
Resort Skiing/Snowboarding,2018-01-14 11:31:03,false,"Sölden Snowboard","24.70","251","01:02:12","95","128","0.5","--","--","23.8","91.4","--","5,555","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","16.0","0:00","No","00:00.00","15","0.0","--","--","--","02:32:04","04:15:42","1,964","2,968"
Resort Skiing/Snowboarding,2018-01-13 14:58:43,false,"Sölden Snowboard","5.83","122","00:15:12","126","143","1.4","--","--","23.0","68.1","--","1,564","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","20.0","0:00","No","00:00.00","4","0.0","--","--","--","00:28:24","00:34:52","1,993","2,799"
Resort Skiing/Snowboarding,2018-01-13 13:42:47,false,"Heiligkreuz Snowboard","2.95","55","00:07:52.0","113","142","1.2","--","--","22.5","51.5","--","648","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","17.0","0:00","No","00:00.00","2","0.0","--","--","--","00:07:38","00:15:54","2,495","2,881"
Resort Skiing/Snowboarding,2018-01-13 10:39:30,false,"Sölden Snowboard","16.65","188","00:40:25","105","123","0.8","--","--","24.7","53.6","--","4,282","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","18.0","0:00","No","00:00.00","12","0.0","--","--","--","01:53:38","02:00:44","2,161","3,158"
Cycling,2018-01-07 15:06:14,false,"Otelfingen Cycling","41.62","996","02:09:44","134","172","2.5","--","--","19.2","57.0","663","715","0.00","0.0","0.0","69","111","0.0","0.0","0.0","7697","--","--","0:00","9.0","0:00","No","00:00.00","9","0.0","--","--","--","02:04:22","02:09:44","339","630"
Pool Swimming,2018-01-05 20:05:53,false,"Lap Swimming","2,250","707","00:46:48","--","--","--","--","--","2:05","1:19","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","876","41","19","0:00","26.0","0:00","No","00:00.00","1","0.0","--","--","--","00:46:48","00:48:47","--","--"
Other,2017-12-30 10:08:05,false,"Squash","0.00","291","01:05:44","98","145","0.6","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","24.0","0:00","No","00:00.00","1","0.0","--","--","--","00:00:00","01:05:44","172","175"
Pool Swimming,2017-12-19 19:52:07,false,"Lap Swimming","2,050","610","00:41:58","--","--","--","--","--","2:03","1:28","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","794","40","19","0:00","26.0","0:00","No","00:00.00","4","0.0","--","--","--","00:41:56","00:45:23","--","--"
Other,2017-12-14 21:55:05,false,"Squash","0.00","358","01:07:43","108","153","1.2","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","24.0","0:00","No","00:00.00","1","0.0","--","--","--","00:00:00","01:07:43","396","400"
Other,2017-12-06 21:37:48,false,"Squash","0.00","265","00:57:12","101","133","0.5","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","24.0","0:00","No","00:00.00","1","0.0","--","--","--","00:00:00","00:57:12","362","367"
Resort Skiing/Snowboarding,2017-12-03 13:09:58,false,"Engelberg Snowboard","15.48","270","00:50:12","110","140","1.2","--","--","18.5","28.8","--","5,167","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","18.0","0:00","No","00:00.00","12","0.0","--","--","--","01:21:42","01:59:20","1,835","3,183"
Pool Swimming,2017-11-21 20:11:46,false,"Lap Swimming","1,725","510","00:38:30","--","--","--","--","--","2:14","1:01","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","782","45","20","0:00","27.0","0:00","No","00:00.00","2","0.0","--","--","--","00:38:30","00:40:02","--","--"
Pool Swimming,2017-11-17 20:12:06,false,"Lap Swimming","1,750","545","00:36:54","--","--","0.0","--","--","2:07","1:30","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","727","42","20","0:00","27.0","0:00","No","00:00.00","8","0.0","--","--","--","00:36:54","00:47:20","--","--"
Other,2017-11-12 20:00:24,false,"Squash","0.00","--","01:30:00","--","--","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","00:00:00","00:00:00","--","--"
Other,2017-11-05 09:15:12,false,"Squash","0.00","--","00:47:00","--","--","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00","--","--"
Mountaineering,2017-11-04 14:41:02,false,"Rosenlaui Climb","10.08","975","02:58:11","117","162","2.8","74","217","3.4","6.4","536","554","0.76","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","17.0","0:00","No","00:00.00","--","0.0","--","--","--","02:31:59","02:58:11","1,449","1,974"
Other,2017-11-01 11:52:30,false,"Dättwil AG Badminton","0.96","145","01:10:01","74","124","0.1","10","225","0.8","4.5","6","--","1.44","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","22.0","0:00","No","00:00.00","--","0.0","--","--","--","00:05:39","01:10:01","412","413"
Mountain Biking,2017-10-21 16:10:08,false,"Otelfingen Mountain Biking","14.32","905","02:15:42","130","178","4.0","--","--","6.3","44.5","479","507","0.00","0.0","0.0","71","250","0.0","0.0","0.0","3627","--","--","0:00","22.0","0:00","No","00:00.00","--","0.0","--","--","--","01:48:13","02:25:14","401","850"
Running,2017-10-17 18:43:53,false,"Otelfingen Running","5.52","425","00:35:14","158","179","4.2","157","173","6:23","4:18","79","89","0.99","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","20.0","0:00","No","00:00.00","--","0.0","--","--","--","00:35:14","00:35:14","421","490"
Cycling,2017-10-15 16:35:42,false,"Solothurn Cycling","52.03","1,174","02:25:48","135","175","3.2","--","--","21.4","62.2","555","1,169","0.00","0.0","0.0","67","109","0.0","0.0","0.0","7317","--","--","0:00","18.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","02:44:25","434","1,266"
Cycling,2017-08-13 15:04:05,false,"Netstal Cycling","47.88","2,312","02:48:03","--","--","--","--","--","17.1","59.4","1,070","1,078","0.00","0.0","0.0","45","100","0.0","0.0","0.0","7126","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","02:46:26","04:00:54","479","1,514"
Cycling,2017-08-12 15:28:30,false,"Otelfingen Cycling","13.35","722","01:02:49","--","--","--","--","--","12.8","191.4","429","441","0.00","0.0","0.0","50","130","0.0","0.0","0.0","2980","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","01:02:05","01:24:26","377","787"
Cycling,2017-08-07 19:13:44,false,"Buchs ZH Cycling","4.80","134","00:17:23","--","--","--","--","--","16.6","24.6","16","4","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:17:18","00:17:23","421","440"
Cycling,2017-08-07 08:18:04,false,"Otelfingen Cycling","4.32","137","00:11:46","--","--","--","--","--","22.0","36.7","19","26","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:11:44","00:11:46","425","439"
Cycling,2017-08-05 16:27:13,false,"Schwyz Cycling","59.87","1,431","02:49:13","144","177","4.7","--","--","21.2","61.8","1,074","1,069","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","02:42:33","04:31:29","507","1,378"
Cycling,2017-07-30 16:22:13,false,"Vorderthal Cycling","25.45","890","00:57:59","--","--","--","--","--","26.3","36.7","78","79","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","01:24:53","873","905"
Cycling,2017-07-29 15:37:48,false,"Iseltwald Cycling","75.57","2,765","04:23:20","149","177","3.7","--","--","17.2","60.8","1,685","1,667","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","06:00:58","570","1,906"
Cycling,2017-07-11 10:04:13,false,"Vulpera Cycling","12.43","607","01:05:23","--","--","--","--","--","11.4","48.5","359","351","0.00","0.0","0.0","52","147","0.0","0.0","0.0","2845","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","03:00:08","1,213","1,509"
Cycling,2017-07-10 11:46:13,false,"Vulpera Cycling","32.05","1,636","03:11:35","--","--","--","--","--","10.0","56.4","941","912","0.00","0.0","0.0","48","189","0.0","0.0","0.0","7646","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","06:32:59","1,247","1,969"
Cycling,2017-07-09 08:24:11,false,"Crusch Cycling","79.49","3,736","06:03:34","--","--","--","--","--","13.1","57.3","1,872","1,749","0.00","0.0","0.0","52","226","0.0","0.0","0.0","15684","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","13:03:32","1,069","2,281"
Cycling,2017-07-05 22:09:19,false,"Cycling","0.00","--","00:00:00.3","--","--","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","--","0.0","--","--","--","00:00:00","00:00:00.3","--","--"
